id	name	description	synonyms	organism
ENSG00000020633	RUNX3	RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]	[]	NCBI:txid9606
ENSG00000020922	MRE11	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]	[]	NCBI:txid9606
ENSG00000021488	SLC7A9	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]	[]	NCBI:txid9606
ENSG00000021645	NRXN3	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	[]	NCBI:txid9606
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	[]	NCBI:txid9606
ENSG00000021852	C8B	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]	[]	NCBI:txid9606
ENSG00000022267	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	[]	NCBI:txid9606
ENSG00000022355	GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]	[]	NCBI:txid9606
ENSG00000023041	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:19160]	[]	NCBI:txid9606
ENSG00000023171	GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	[]	NCBI:txid9606
ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]	[]	NCBI:txid9606
ENSG00000023228	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]	[]	NCBI:txid9606
ENSG00000023330	ALAS1	5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]	[]	NCBI:txid9606
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	[]	NCBI:txid9606
ENSG00000023516	AKAP11	A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]	[]	NCBI:txid9606
ENSG00000023572	GLRX2	glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]	[]	NCBI:txid9606
ENSG00000023608	SNAPC1	small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]	[]	NCBI:txid9606
ENSG00000023697	DERA	deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]	[]	NCBI:txid9606
ENSG00000023839	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]	[]	NCBI:txid9606
ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]	[]	NCBI:txid9606
ENSG00000024526	DEPDC1	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]	[]	NCBI:txid9606
ENSG00000025039	RRAGD	Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]	[]	NCBI:txid9606
ENSG00000025156	HSF2	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]	[]	NCBI:txid9606
ENSG00000025423	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316]	[]	NCBI:txid9606
ENSG00000025434	NR1H3	nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]	[]	NCBI:txid9606
ENSG00000025708	TYMP	thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]	[]	NCBI:txid9606
ENSG00000025772	TOMM34	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]	[]	NCBI:txid9606
ENSG00000026025	VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	[]	NCBI:txid9606
ENSG00000026103	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	[]	NCBI:txid9606
ENSG00000026297	RNASET2	ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]	[]	NCBI:txid9606
ENSG00000026508	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	[]	NCBI:txid9606
ENSG00000026559	KCNG1	potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]	[]	NCBI:txid9606
ENSG00000026751	SLAMF7	SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]	[]	NCBI:txid9606
ENSG00000026950	BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	[]	NCBI:txid9606
ENSG00000027075	PRKCH	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	[]	NCBI:txid9606
ENSG00000027644	INSRR	insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]	[]	NCBI:txid9606
ENSG00000027697	IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]	[]	NCBI:txid9606
ENSG00000027869	SH2D2A	SH2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:10821]	[]	NCBI:txid9606
ENSG00000028116	VRK2	VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]	[]	NCBI:txid9606
ENSG00000028137	TNFRSF1B	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]	[]	NCBI:txid9606
ENSG00000028277	POU2F2	POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]	[]	NCBI:txid9606
ENSG00000028310	BRD9	bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]	[]	NCBI:txid9606
ENSG00000028839	TBPL1	TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]	[]	NCBI:txid9606
ENSG00000029153	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2 [Source:HGNC Symbol;Acc:HGNC:18984]	[]	NCBI:txid9606
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]	[]	NCBI:txid9606
ENSG00000029993	HMGB3	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	[]	NCBI:txid9606
ENSG00000030066	NUP160	nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]	[]	NCBI:txid9606
ENSG00000030110	BAK1	BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]	[]	NCBI:txid9606
ENSG00000030304	MUSK	muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]	[]	NCBI:txid9606
ENSG00000030419	IKZF2	IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]	[]	NCBI:txid9606
ENSG00000030582	GRN	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]	[]	NCBI:txid9606
ENSG00000031081	ARHGAP31	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	[]	NCBI:txid9606
ENSG00000032219	ARID4A	AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]	[]	NCBI:txid9606
ENSG00000033050	ABCF2	ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]	[]	NCBI:txid9606
ENSG00000033170	FUT8	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	[]	NCBI:txid9606
ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]	[]	NCBI:txid9606
ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]	[]	NCBI:txid9606
ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]	[]	NCBI:txid9606
ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]	[]	NCBI:txid9606
ENSG00000035664	DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	[]	NCBI:txid9606
ENSG00000035720	STAP1	signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]	[]	NCBI:txid9606
ENSG00000035862	TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	[]	NCBI:txid9606
ENSG00000035928	RFC1	replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]	[]	NCBI:txid9606
ENSG00000036257	CUL3	cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]	[]	NCBI:txid9606
ENSG00000036448	MYOM2	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]	[]	NCBI:txid9606
ENSG00000036473	OTC	ornithine transcarbamylase [Source:HGNC Symbol;Acc:HGNC:8512]	[]	NCBI:txid9606
ENSG00000036549	ZZZ3	zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]	[]	NCBI:txid9606
ENSG00000036565	SLC18A1	solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934]	[]	NCBI:txid9606
ENSG00000036672	USP2	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]	[]	NCBI:txid9606
ENSG00000036828	CASR	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]	[]	NCBI:txid9606
ENSG00000037241	RPL26L1	ribosomal protein L26 like 1 [Source:HGNC Symbol;Acc:HGNC:17050]	[]	NCBI:txid9606
ENSG00000037280	FLT4	fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	[]	NCBI:txid9606
ENSG00000037749	MFAP3	microfibril associated protein 3 [Source:HGNC Symbol;Acc:HGNC:7034]	[]	NCBI:txid9606
ENSG00000037897	METTL1	methyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:7030]	[]	NCBI:txid9606
ENSG00000038210	PI4K2B	phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215]	[]	NCBI:txid9606
ENSG00000038274	MAT2B	methionine adenosyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:6905]	[]	NCBI:txid9606
ENSG00000038382	TRIO	trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]	[]	NCBI:txid9606
ENSG00000038427	VCAN	versican [Source:HGNC Symbol;Acc:HGNC:2464]	[]	NCBI:txid9606
ENSG00000038532	CLEC16A	C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]	[]	NCBI:txid9606
ENSG00000038945	MSR1	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	[]	NCBI:txid9606
ENSG00000039068	CDH1	cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]	[]	NCBI:txid9606
ENSG00000039537	C6	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	[]	NCBI:txid9606
ENSG00000039560	RAI14	retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]	[]	NCBI:txid9606
ENSG00000039650	PNKP	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]	[]	NCBI:txid9606
ENSG00000040199	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]	[]	NCBI:txid9606
ENSG00000040531	CTNS	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]	[]	NCBI:txid9606
ENSG00000040633	PHF23	PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]	[]	NCBI:txid9606
ENSG00000040933	INPP4A	inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]	[]	NCBI:txid9606
ENSG00000041982	TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	[]	NCBI:txid9606
ENSG00000042445	RETSAT	retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991]	[]	NCBI:txid9606
ENSG00000042493	CAPG	capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]	[]	NCBI:txid9606
ENSG00000042813	ZPBP	zona pellucida binding protein [Source:HGNC Symbol;Acc:HGNC:15662]	[]	NCBI:txid9606
ENSG00000042980	ADAM28	ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]	[]	NCBI:txid9606
ENSG00000043093	DCUN1D1	defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]	[]	NCBI:txid9606
ENSG00000043355	ZIC2	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	[]	NCBI:txid9606
ENSG00000043462	LCP2	lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]	[]	NCBI:txid9606
ENSG00000043591	ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]	[]	NCBI:txid9606
ENSG00000044115	CTNNA1	catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]	[]	NCBI:txid9606
ENSG00000044446	PHKA2	phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926]	[]	NCBI:txid9606
ENSG00000044524	EPHA3	EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]	[]	NCBI:txid9606
ENSG00000044574	HSPA5	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]	[]	NCBI:txid9606
ENSG00000046604	DSG2	desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]	[]	NCBI:txid9606
ENSG00000046651	OFD1	OFD1 centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567]	[]	NCBI:txid9606
ENSG00000046653	GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	[]	NCBI:txid9606
ENSG00000046889	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]	[]	NCBI:txid9606
ENSG00000047056	WDR37	WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]	[]	NCBI:txid9606
ENSG00000047410	TPR	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]	[]	NCBI:txid9606
ENSG00000047457	CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	[]	NCBI:txid9606
ENSG00000047597	XK	X-linked Kx blood group [Source:HGNC Symbol;Acc:HGNC:12811]	[]	NCBI:txid9606
ENSG00000047634	SCML1	Scm polycomb group protein like 1 [Source:HGNC Symbol;Acc:HGNC:10580]	[]	NCBI:txid9606
ENSG00000047849	MAP4	microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]	[]	NCBI:txid9606
ENSG00000047932	GOPC	golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]	[]	NCBI:txid9606
ENSG00000047936	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]	[]	NCBI:txid9606
ENSG00000048028	USP28	ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]	[]	NCBI:txid9606
ENSG00000048052	HDAC9	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]	[]	NCBI:txid9606
ENSG00000048342	CC2D2A	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]	[]	NCBI:txid9606
ENSG00000048392	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]	[]	NCBI:txid9606
ENSG00000048462	TNFRSF17	TNF receptor superfamily member 17 [Source:HGNC Symbol;Acc:HGNC:11913]	[]	NCBI:txid9606
ENSG00000048828	FAM120A	family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]	[]	NCBI:txid9606
ENSG00000049130	KITLG	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]	[]	NCBI:txid9606
ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]	[]	NCBI:txid9606
ENSG00000049245	VAMP3	vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]	[]	NCBI:txid9606
ENSG00000049249	TNFRSF9	TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]	[]	NCBI:txid9606
ENSG00000049540	ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	[]	NCBI:txid9606
ENSG00000049541	RFC2	replication factor C subunit 2 [Source:HGNC Symbol;Acc:HGNC:9970]	[]	NCBI:txid9606
ENSG00000049618	ARID1B	AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]	[]	NCBI:txid9606
ENSG00000049759	NEDD4L	NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]	[]	NCBI:txid9606
ENSG00000049768	FOXP3	forkhead box P3 [Source:HGNC Symbol;Acc:HGNC:6106]	[]	NCBI:txid9606
ENSG00000049860	HEXB	hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]	[]	NCBI:txid9606
ENSG00000050327	ARHGEF5	Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]	[]	NCBI:txid9606
ENSG00000050344	NFE2L3	nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]	[]	NCBI:txid9606
ENSG00000050393	MCUR1	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]	[]	NCBI:txid9606
ENSG00000050405	LIMA1	LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]	[]	NCBI:txid9606
ENSG00000050628	PTGER3	prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]	[]	NCBI:txid9606
ENSG00000050730	TNIP3	TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]	[]	NCBI:txid9606
ENSG00000050748	MAPK9	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]	[]	NCBI:txid9606
ENSG00000050820	BCAR1	BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]	[]	NCBI:txid9606
ENSG00000051108	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]	[]	NCBI:txid9606
ENSG00000051180	RAD51	RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]	[]	NCBI:txid9606
ENSG00000051341	POLQ	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]	[]	NCBI:txid9606
ENSG00000051382	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]	[]	NCBI:txid9606
ENSG00000051523	CYBA	cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]	[]	NCBI:txid9606
ENSG00000051825	MPHOSPH9	M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]	[]	NCBI:txid9606
ENSG00000052344	PRSS8	serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]	[]	NCBI:txid9606
ENSG00000052749	RRP12	ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]	[]	NCBI:txid9606
ENSG00000052802	MSMO1	methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]	[]	NCBI:txid9606
ENSG00000053254	FOXN3	forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]	[]	NCBI:txid9606
ENSG00000053328	METTL24	methyltransferase like 24 [Source:HGNC Symbol;Acc:HGNC:21566]	[]	NCBI:txid9606
ENSG00000053371	AKR7A2	aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]	[]	NCBI:txid9606
ENSG00000053372	MRTO4	MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]	[]	NCBI:txid9606
ENSG00000053524	MCF2L2	MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:HGNC:30319]	[]	NCBI:txid9606
ENSG00000053747	LAMA3	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]	[]	NCBI:txid9606
ENSG00000053918	KCNQ1	potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]	[]	NCBI:txid9606
ENSG00000054116	TRAPPC3	trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]	[]	NCBI:txid9606
ENSG00000054118	THRAP3	thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]	[]	NCBI:txid9606
ENSG00000054179	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]	[]	NCBI:txid9606
ENSG00000054219	LY75	lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]	[]	NCBI:txid9606
ENSG00000054267	ARID4B	AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]	[]	NCBI:txid9606
ENSG00000054277	OPN3	opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]	[]	NCBI:txid9606
ENSG00000054282	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671]	[]	NCBI:txid9606
ENSG00000054654	SYNE2	spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]	[]	NCBI:txid9606
ENSG00000054690	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]	[]	NCBI:txid9606
ENSG00000054793	ATP9A	ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]	[]	NCBI:txid9606
ENSG00000054967	RELT	RELT TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]	[]	NCBI:txid9606
ENSG00000054983	GALC	galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]	[]	NCBI:txid9606
ENSG00000055118	KCNH2	potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:6251]	[]	NCBI:txid9606
ENSG00000055147	FAM114A2	family with sequence similarity 114 member A2 [Source:HGNC Symbol;Acc:HGNC:1333]	[]	NCBI:txid9606
ENSG00000055208	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]	[]	NCBI:txid9606
ENSG00000055332	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]	[]	NCBI:txid9606
ENSG00000055609	KMT2C	lysine methyltransferase 2C [Source:HGNC Symbol;Acc:HGNC:13726]	[]	NCBI:txid9606
ENSG00000055917	PUM2	pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	[]	NCBI:txid9606
ENSG00000055950	MRPL43	mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]	[]	NCBI:txid9606
ENSG00000056291	NPFFR2	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]	[]	NCBI:txid9606
ENSG00000056487	PHF21B	PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161]	[]	NCBI:txid9606
ENSG00000056558	TRAF1	TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]	[]	NCBI:txid9606
ENSG00000056586	RC3H2	ring finger and CCCH-type domains 2 [Source:HGNC Symbol;Acc:HGNC:21461]	[]	NCBI:txid9606
ENSG00000056736	IL17RB	interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]	[]	NCBI:txid9606
ENSG00000056972	TRAF3IP2	TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343]	[]	NCBI:txid9606
ENSG00000057149	SERPINB3	serpin family B member 3 [Source:HGNC Symbol;Acc:HGNC:10569]	[]	NCBI:txid9606
ENSG00000057252	SOAT1	sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]	[]	NCBI:txid9606
ENSG00000057593	F7	coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]	[]	NCBI:txid9606
ENSG00000057657	PRDM1	PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]	[]	NCBI:txid9606
ENSG00000057663	ATG5	autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]	[]	NCBI:txid9606
ENSG00000057935	MTA3	metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]	[]	NCBI:txid9606
ENSG00000058063	ATP11B	ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]	[]	NCBI:txid9606
ENSG00000058091	CDK14	cyclin dependent kinase 14 [Source:HGNC Symbol;Acc:HGNC:8883]	[]	NCBI:txid9606
ENSG00000058404	CAMK2B	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]	[]	NCBI:txid9606
ENSG00000058600	POLR3E	RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]	[]	NCBI:txid9606
ENSG00000058729	RIOK2	RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]	[]	NCBI:txid9606
ENSG00000058866	DGKG	diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853]	[]	NCBI:txid9606
ENSG00000059377	TBXAS1	thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]	[]	NCBI:txid9606
ENSG00000059573	ALDH18A1	aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]	[]	NCBI:txid9606
ENSG00000059588	TARBP1	TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]	[]	NCBI:txid9606
ENSG00000059728	MXD1	MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]	[]	NCBI:txid9606
ENSG00000059758	CDK17	cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]	[]	NCBI:txid9606
ENSG00000059804	SLC2A3	solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]	[]	NCBI:txid9606
ENSG00000060140	STYK1	serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889]	[]	NCBI:txid9606
ENSG00000060237	WNK1	WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]	[]	NCBI:txid9606
ENSG00000060491	OGFR	opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]	[]	NCBI:txid9606
ENSG00000060558	GNA15	G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]	[]	NCBI:txid9606
ENSG00000060642	PIGV	phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]	[]	NCBI:txid9606
ENSG00000060971	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]	[]	NCBI:txid9606
ENSG00000060982	BCAT1	branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]	[]	NCBI:txid9606
ENSG00000061273	HDAC7	histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]	[]	NCBI:txid9606
ENSG00000061656	SPAG4	sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]	[]	NCBI:txid9606
